review_id,spot_name,city,province,travel_type,season,travel_month,trip_days,cost_cny_per_person,is_revisit,rating,review_text,recommend_index_raw,helpful_votes
TR000081,中岩寺,眉山,四川,城市漫游,夏季,3,1,80,是,5,3月去的中岩寺，和家人出行。地点在眉山，公交换乘方便，现场人不算多。这次玩了1天，人均花费约80元，历史文化气息浓。景点印象：位于乐山市青神县东南9公里处，傍岷江东岸，分上、中、下三寺，统称中岩，面积约5平方公里。中岩属龙泉山脉，最高处为慈姥岩，海拔616米。中岩以山水奇秀，林壑幽美而闻名，有“西川林泉最佳处”之说。传说是开山祖师弟五罗汉诺讵那尊者道场。整体感受是超出预期，值得专门打卡。二刷意愿：是。,0%,117
TR000082,青云塔,万宁,海南,周末短途,春季,2,1,283,否,4,"2月去的青云塔，情侣出行。地点在万宁，打车比较省心，现场人不算多。这次玩了1天，人均花费约283元，拍照很出片。景点印象：当地亦称这""山尾岭""、""万州塔""。青云塔体为八角形，用火砖和零星石料砌成，塔高约27米，分七层七檐。顶层正中，突出一个八棱柱，柱顶托道一个球形塔刹。底层内壁为八角形，上面六层内壁均为圆形，每层从不同方向对开两个拱门，一供观赏，二供通风透…整体感受是体验挺好，推荐来看看。二刷意愿：否。",0%,79
TR000083,雷音寺台,潜江,湖北,深度游,冬季,10,1,338,是,5,10月去的雷音寺台，和朋友出行。地点在潜江，自驾停车需要提前规划，现场人不算多。这次玩了1天，人均花费约338元，氛围感不错。景点印象：整体环境还算干净整体感受是挺惊喜，值得专门打卡。二刷意愿：是。,0%,87
TR000084,灵山风景名胜区,上饶,江西,文化打卡,秋季,8,1,151,否,5,8月去的灵山风景名胜区，和家人出行。地点在上饶，自驾停车需要提前规划，现场人流量适中。这次玩了1天，人均花费约151元，拍照很出片。景点印象：周边配套比较齐全整体感受是特别满意，很推荐。二刷意愿：否。,0%,111
TR000085,银屏山,巢湖,安徽,周末短途,秋季,6,1,369,否,5,6月去的银屏山，情侣出行。地点在巢湖，地铁到达方便，现场游客较多。这次玩了1天，人均花费约369元，氛围感不错。景点印象：周边配套比较齐全整体感受是挺惊喜，以后还会来。二刷意愿：否。,11%,82
TR000086,圣阿列克谢耶夫教堂,哈尔滨,黑龙江,周末短途,夏季,5,1,328,否,3,5月去的圣阿列克谢耶夫教堂，一个人出行。地点在哈尔滨，地铁到达方便，现场人流量适中。这次玩了1天，人均花费约328元，夜景表现很好。景点印象：醒目的红色教堂，是哈尔滨最漂亮的俄式建筑之一。整体感受是体验一般，避开高峰更好。二刷意愿：否。,7%,51
TR000087,三五九旅屯垦纪念碑,阿拉尔,新疆,亲子出游,春季,12,4,897,否,5,12月去的三五九旅屯垦纪念碑，和家人出行。地点在阿拉尔，打车比较省心，现场高峰时段比较拥挤。这次玩了4天，人均花费约897元，氛围感不错。景点印象：整体环境还算干净整体感受是特别满意，以后还会来。二刷意愿：否。,0%,96
TR000088,名坊园,景德镇,江西,周末短途,秋季,7,2,758,否,4,7月去的名坊园，和朋友出行。地点在景德镇，地铁到达方便，现场人不算多。这次玩了2天，人均花费约758元，拍照很出片。景点印象：周边配套比较齐全整体感受是还蛮满意，可以安排半天到一天。二刷意愿：否。,0%,105
TR000089,花垣边城旅游景区,湘西,湖南,周末短途,秋季,7,4,1280,否,5,7月去的花垣边城旅游景区，和朋友出行。地点在湘西，公交换乘方便，现场游客较多。这次玩了4天，人均花费约1280元，夜景表现很好。景点印象：沈从文的小说《边城》真正所在地，石板路，吊脚楼，酋水绕镇。 比起凤凰的人满为患，真正的边城很清静。 坐一坐小说《边城》里提及的拉拉渡，摆渡于酋水两岸。整体感受是超出预期，值得专门打卡。二刷意愿：否。,0%,85
TR000090,库尔勒市湿地公园,巴音郭楞,新疆,文化打卡,冬季,9,2,681,否,4,9月去的库尔勒市湿地公园，一个人出行。地点在巴音郭楞，打车比较省心，现场人流量适中。这次玩了2天，人均花费约681元，氛围感不错。景点印象：景点本身有一定特色整体感受是整体不错，周末来刚好。二刷意愿：否。,0%,49
TR000091,瑶池胜境,平凉,甘肃,拍照旅行,秋季,8,3,855,是,4,8月去的瑶池胜境，和朋友出行。地点在平凉，打车比较省心，现场游客较多。这次玩了3天，人均花费约855元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是还蛮满意，可以安排半天到一天。二刷意愿：是。,0%,55
TR000092,白音敖包景区,赤峰,内蒙古,文化打卡,夏季,3,2,992,否,4,3月去的白音敖包景区，情侣出行。地点在赤峰，自驾停车需要提前规划，现场游客较多。这次玩了2天，人均花费约992元，拍照很出片。景点印象：整体环境还算干净整体感受是整体不错，推荐来看看。二刷意愿：否。,5%,57
TR000093,阳坝梅园沟,陇南,甘肃,亲子出游,冬季,10,7,1856,是,5,10月去的阳坝梅园沟，和家人出行。地点在陇南，自驾停车需要提前规划，现场人流量适中。这次玩了7天，人均花费约1856元，氛围感不错。景点印象：阳坝梅园沟是省级风景名胜区，被省内外誉为“美丽神奇的梅园”。总面积150平方公里，森林覆盖率高达70%，沿途风光绵延百余里，素有“陇上版纳”和“世界名茶之乡”之称。沟谷绵延几十华里，林木茂盛，湖光山色，风光旑旎，这里无山不青，无水不秀，…整体感受是超出预期，很推荐。二刷意愿：是。,0%,86
TR000094,盐官古镇,嘉兴,浙江,亲子出游,夏季,3,5,1166,是,5,3月去的盐官古镇，一个人出行。地点在嘉兴，地铁到达方便，现场游客较多。这次玩了5天，人均花费约1166元，历史文化气息浓。景点印象：整体环境还算干净整体感受是特别满意，很推荐。二刷意愿：是。,0%,93
TR000095,天下都城隍庙,长治,山西,深度游,春季,2,2,1237,否,3,2月去的天下都城隍庙，和家人出行。地点在长治，打车比较省心，现场人流量适中。这次玩了2天，人均花费约1237元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是还可以，按需选择。二刷意愿：否。,0%,47
TR000096,东方山风景区-弥陀寺,黄石,湖北,亲子出游,春季,1,2,878,是,5,1月去的东方山风景区-弥陀寺，和朋友出行。地点在黄石，地铁到达方便，现场游客较多。这次玩了2天，人均花费约878元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是特别满意，以后还会来。二刷意愿：是。,0%,67
TR000097,陵底沟,铜川,陕西,深度游,秋季,7,6,1808,否,5,7月去的陵底沟，和家人出行。地点在铜川，打车比较省心，现场人不算多。这次玩了6天，人均花费约1808元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是特别满意，以后还会来。二刷意愿：否。,0%,99
TR000098,九龙桥,连云港,江苏,城市漫游,夏季,3,3,1104,否,5,3月去的九龙桥，情侣出行。地点在连云港，自驾停车需要提前规划，现场人不算多。这次玩了3天，人均花费约1104元，夜景表现很好。景点印象：景点本身有一定特色整体感受是特别满意，值得专门打卡。二刷意愿：否。,2%,90
TR000099,沈阳森林动物园,沈阳,辽宁,亲子出游,冬季,9,1,650,是,5,9月去的沈阳森林动物园，和朋友出行。地点在沈阳，地铁到达方便，现场游客较多。这次玩了1天，人均花费约650元，夜景表现很好。景点印象：拥有多种珍稀野生动物的综合性动物园，可以近距离与小动物接触。整体感受是超出预期，很推荐。二刷意愿：是。,0%,90
TR000100,阴山岩画,巴彦淖尔,内蒙古,城市漫游,春季,2,2,724,否,5,2月去的阴山岩画，一个人出行。地点在巴彦淖尔，自驾停车需要提前规划，现场人流量适中。这次玩了2天，人均花费约724元，夜景表现很好。景点印象：整体环境还算干净整体感受是超出预期，很推荐。二刷意愿：否。,0%,81
TR000101,九三林,广安,四川,周末短途,冬季,11,3,687,否,5,11月去的九三林，情侣出行。地点在广安，地铁到达方便，现场高峰时段比较拥挤。这次玩了3天，人均花费约687元，拍照很出片。景点印象：整体环境还算干净整体感受是特别满意，以后还会来。二刷意愿：否。,0%,105
TR000102,柔远东沟烈士陵园,庆阳,甘肃,拍照旅行,夏季,5,5,1570,否,5,5月去的柔远东沟烈士陵园，一个人出行。地点在庆阳，公交换乘方便，现场高峰时段比较拥挤。这次玩了5天，人均花费约1570元，氛围感不错。景点印象：景点本身有一定特色整体感受是超出预期，值得专门打卡。二刷意愿：否。,0%,88
TR000103,百团大战纪念馆,阳泉,山西,周末短途,夏季,5,3,924,是,5,5月去的百团大战纪念馆，和家人出行。地点在阳泉，自驾停车需要提前规划，现场高峰时段比较拥挤。这次玩了3天，人均花费约924元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是挺惊喜，以后还会来。二刷意愿：是。,20%,83
TR000104,苍溪红军渡,广元,四川,城市漫游,夏季,5,2,379,是,4,5月去的苍溪红军渡，一个人出行。地点在广元，打车比较省心，现场高峰时段比较拥挤。这次玩了2天，人均花费约379元，拍照很出片。景点印象：周边配套比较齐全整体感受是体验挺好，推荐来看看。二刷意愿：是。,0%,76
TR000105,桃源山,常德,湖南,城市漫游,夏季,4,2,847,是,5,4月去的桃源山，情侣出行。地点在常德，公交换乘方便，现场人不算多。这次玩了2天，人均花费约847元，氛围感不错。景点印象：面积约2．5平方公里。桃源山是道教的圣地，文化的中心。从西晋到晚明，以桃源山为主的名胜古迹，代有声名。西晋末叶桃源山上始建桃源观，中唐逐渐扩大，到北宋而称极盛。这里有潇湘一阁的水府阁，江南一宫的桃川宫，华夏一院的天宁碑院……当您朝圣…整体感受是特别满意，值得专门打卡。二刷意愿：是。,0%,78
TR000106,东京陵,辽阳,辽宁,周末短途,春季,2,1,474,否,5,2月去的东京陵，一个人出行。地点在辽阳，打车比较省心，现场游客较多。这次玩了1天，人均花费约474元，氛围感不错。景点印象：周边配套比较齐全整体感受是挺惊喜，以后还会来。二刷意愿：否。,16%,70
TR000107,龙川风景区,宣城,安徽,城市漫游,春季,2,2,592,是,5,2月去的龙川风景区，一个人出行。地点在宣城，公交换乘方便，现场游客较多。这次玩了2天，人均花费约592元，历史文化气息浓。景点印象：典型的徽派村落，可欣赏胡氏宗祠的木雕，非常精美。整体感受是挺惊喜，以后还会来。二刷意愿：是。,14%,87
TR000108,秦丰归园田居,商洛,陕西,亲子出游,冬季,10,2,991,是,5,10月去的秦丰归园田居，和家人出行。地点在商洛，自驾停车需要提前规划，现场人流量适中。这次玩了2天，人均花费约991元，拍照很出片。景点印象：整体环境还算干净整体感受是特别满意，很推荐。二刷意愿：是。,0%,76
TR000109,麦秀森林公园,黄南,青海,城市漫游,冬季,10,2,792,是,5,10月去的麦秀森林公园，一个人出行。地点在黄南，自驾停车需要提前规划，现场游客较多。这次玩了2天，人均花费约792元，氛围感不错。景点印象：整体环境还算干净整体感受是特别满意，值得专门打卡。二刷意愿：是。,4%,91
